session_id,source_ip,destination_ip,source_port,destination_port,protocol,packet_size,tcp_flags,duration_sec,attack_type
7523,192.168.1.197,10.0.0.198,59752,8080,HTTPS,500,FIN,4.337603898,No Attack
7524,192.168.1.73,10.0.0.59,49998,25,SSH,659,RST,0.46,MITM
7525,192.168.1.59,10.0.0.89,45679,25,HTTPS,465,ACK,2.53,Session Hijack
7526,192.168.1.240,10.0.0.249,48820,21,FTP,525,ACK,3.61,XSS
7527,192.168.1.2,10.0.0.192,49767,21,SSH,734,PSH,3.78,SQLi
7528,192.168.1.193,10.0.0.24,47631,25,SMTP,577,PSH,1.248840904,DoS
7529,192.168.1.104,10.0.0.217,14943,22,SSH,735,ACK,1.39,Ransomware
7530,192.168.1.188,10.0.0.144,39204,443,FTP,699,FIN,0.89,Phishing
7531,192.168.1.51,10.0.0.180,5523,25,SMTP,424,SYN,8.320197434,No Attack
7532,192.168.1.30,10.0.0.80,38701,21,HTTP,564,SYN,1.57,MITM
7533,192.168.1.11,10.0.0.134,57345,80,HTTPS,648,ACK,1.12,Session Hijack
7534,192.168.1.220,10.0.0.165,49270,80,HTTPS,548,SYN,0.56,XSS
7535,192.168.1.108,10.0.0.213,44886,21,FTP,519,FIN,3.74,SQLi
7536,192.168.1.76,10.0.0.132,59997,21,FTP,477,SYN,0.77,DoS
7537,192.168.1.167,10.0.0.226,53438,443,HTTPS,393,URG,3.51,Ransomware
7538,192.168.1.90,10.0.0.92,26626,8080,SSH,428,SYN,4.44,Phishing
7539,192.168.1.205,10.0.0.166,53165,21,HTTP,390,URG,0.12,No Attack
7540,192.168.1.123,10.0.0.169,30716,80,HTTP,483,ACK,1.43,MITM
7541,192.168.1.200,10.0.0.92,41446,22,FTP,558,RST,1.09,Session Hijack
7542,192.168.1.191,10.0.0.81,49774,21,FTP,737,RST,2.63206427,XSS
7543,192.168.1.192,10.0.0.142,52400,443,SSH,460,FIN,0.93,SQLi
7544,192.168.1.189,10.0.0.71,22784,22,FTP,542,RST,1.52,DoS
7545,192.168.1.125,10.0.0.214,3944,443,HTTP,407,PSH,0.28,Ransomware
7546,192.168.1.182,10.0.0.179,25109,22,HTTPS,506,ACK,4.761986339,Phishing
7547,192.168.1.220,10.0.0.65,64988,21,HTTP,471,URG,1.63,No Attack
7548,192.168.1.122,10.0.0.221,23949,80,SSH,504,URG,2.355248097,MITM
7549,192.168.1.94,10.0.0.52,6639,22,HTTPS,475,RST,0.56,Session Hijack
7550,192.168.1.201,10.0.0.223,38107,25,HTTPS,671,SYN,1.92,XSS
7551,192.168.1.103,10.0.0.30,56276,8080,HTTP,585,RST,3.09,SQLi
7552,192.168.1.223,10.0.0.185,46252,443,HTTPS,413,ACK,1.16,DoS
7553,192.168.1.186,10.0.0.207,3807,22,HTTPS,305,SYN,8.34,Ransomware
7554,192.168.1.213,10.0.0.210,10629,443,FTP,464,SYN,1.53,Phishing
7555,192.168.1.184,10.0.0.99,46581,80,HTTPS,386,URG,7.72,No Attack
7556,192.168.1.239,10.0.0.242,45632,443,SSH,327,ACK,6.57,MITM
7557,192.168.1.162,10.0.0.158,64276,443,HTTPS,563,FIN,1.83,Session Hijack
7558,192.168.1.247,10.0.0.98,20216,25,FTP,692,FIN,1.74,XSS
7559,192.168.1.31,10.0.0.42,4355,443,SMTP,612,ACK,0.22,SQLi
7560,192.168.1.52,10.0.0.139,52354,22,SMTP,616,URG,5.3,DoS
7561,192.168.1.89,10.0.0.27,32880,443,SSH,478,ACK,3.25,Ransomware
7562,192.168.1.76,10.0.0.152,50973,21,SSH,372,ACK,2.563077298,Phishing
7563,192.168.1.129,10.0.0.227,3870,443,HTTPS,437,SYN,0.73,No Attack
7564,192.168.1.183,10.0.0.167,34721,21,HTTPS,320,SYN,4.446076398,MITM
7565,192.168.1.22,10.0.0.72,38610,8080,SMTP,770,ACK,1.81924937,Session Hijack
7566,192.168.1.40,10.0.0.243,53267,443,SMTP,502,URG,1.56,XSS
7567,192.168.1.101,10.0.0.18,36054,8080,HTTP,689,SYN,0.44,SQLi
7568,192.168.1.111,10.0.0.77,59701,443,SMTP,475,PSH,3.26,DoS
7569,192.168.1.129,10.0.0.45,59642,22,SMTP,538,ACK,2.8,Ransomware
7570,192.168.1.65,10.0.0.216,13799,21,SSH,503,SYN,0.69,Phishing
7571,192.168.1.249,10.0.0.115,8573,8080,HTTP,367,FIN,0.25,No Attack
7572,192.168.1.191,10.0.0.87,53656,8080,HTTP,466,ACK,0.39,MITM
7573,192.168.1.234,10.0.0.140,53518,21,HTTPS,626,ACK,2.53785347,Session Hijack
7574,192.168.1.182,10.0.0.177,23461,25,HTTPS,550,ACK,0.33,XSS
7575,192.168.1.170,10.0.0.222,24982,443,HTTP,615,RST,0.77,SQLi
7576,192.168.1.149,10.0.0.159,25267,443,HTTP,690,ACK,3.66,DoS
7577,192.168.1.79,10.0.0.92,43201,22,HTTPS,513,FIN,0.17,Ransomware
7578,192.168.1.209,10.0.0.22,43448,25,SSH,426,SYN,1.74,Phishing
7579,192.168.1.22,10.0.0.172,30008,25,SSH,527,ACK,1.697862027,No Attack
7580,192.168.1.166,10.0.0.92,37966,22,SSH,448,URG,0.26,MITM
7581,192.168.1.99,10.0.0.192,64691,8080,SSH,794,PSH,1.42,Session Hijack
7582,192.168.1.237,10.0.0.77,57323,21,HTTPS,371,URG,1.45,XSS
7583,192.168.1.208,10.0.0.25,38562,8080,FTP,690,URG,0.95,SQLi
7584,192.168.1.8,10.0.0.108,6857,80,SMTP,502,SYN,0.11,DoS
7585,192.168.1.190,10.0.0.179,58381,22,SMTP,638,FIN,0.347715836,Ransomware
7586,192.168.1.175,10.0.0.238,24410,21,SMTP,689,RST,2.915520409,Phishing
7587,192.168.1.17,10.0.0.135,52469,8080,SMTP,411,FIN,0.65,No Attack
7588,192.168.1.17,10.0.0.109,35837,8080,HTTPS,411,URG,0.35,MITM
7589,192.168.1.246,10.0.0.134,34829,25,FTP,625,RST,1.33,Session Hijack
7590,192.168.1.90,10.0.0.24,7266,22,HTTPS,789,SYN,1.01,XSS
7591,192.168.1.141,10.0.0.19,29728,80,FTP,581,RST,2.19,SQLi
7592,192.168.1.145,10.0.0.83,43443,443,HTTPS,762,SYN,1.64,DoS
7593,192.168.1.166,10.0.0.228,25856,22,HTTP,616,FIN,0.37,Ransomware
7594,192.168.1.81,10.0.0.115,13345,80,FTP,608,URG,2.33,Phishing
7595,192.168.1.240,10.0.0.9,39954,80,SMTP,742,FIN,1.25,No Attack
7596,192.168.1.78,10.0.0.112,33431,22,FTP,445,RST,0.24,MITM
7597,192.168.1.173,10.0.0.251,5097,21,SSH,620,PSH,0.04,Session Hijack
7598,192.168.1.6,10.0.0.164,18691,22,FTP,526,URG,1.97,XSS
7599,192.168.1.163,10.0.0.102,17059,8080,SSH,593,URG,1.93,SQLi
7600,192.168.1.110,10.0.0.168,7756,25,SSH,713,FIN,3.43,DoS
7601,192.168.1.14,10.0.0.251,56121,8080,HTTP,673,RST,2.996602099,Ransomware
7602,192.168.1.239,10.0.0.221,4511,80,FTP,692,ACK,4.2,Phishing
7603,192.168.1.72,10.0.0.152,35976,80,HTTP,569,SYN,0.69,No Attack
7604,192.168.1.189,10.0.0.48,58726,443,SMTP,656,ACK,1.07,MITM
7605,192.168.1.143,10.0.0.191,62159,80,FTP,610,ACK,0.13,Session Hijack
7606,192.168.1.54,10.0.0.69,30449,443,HTTPS,476,ACK,1.642896768,XSS
7607,192.168.1.253,10.0.0.181,47682,80,HTTPS,560,RST,0.5,SQLi
7608,192.168.1.27,10.0.0.182,20595,80,HTTPS,719,FIN,3.27,DoS
7609,192.168.1.13,10.0.0.170,30099,22,SSH,500,URG,2.14,Ransomware
7610,192.168.1.241,10.0.0.119,43209,22,HTTPS,427,ACK,3.04,Phishing
7611,192.168.1.159,10.0.0.45,6519,25,SMTP,497,RST,1.8,No Attack
7612,192.168.1.245,10.0.0.125,19705,8080,FTP,452,FIN,1.82,MITM
7613,192.168.1.248,10.0.0.218,15805,21,FTP,526,SYN,0.54,Session Hijack
7614,192.168.1.163,10.0.0.14,40889,25,SSH,542,FIN,2.861597132,XSS
7615,192.168.1.60,10.0.0.231,9493,80,SSH,411,FIN,0.31,SQLi
7616,192.168.1.6,10.0.0.157,46191,25,SSH,533,ACK,0.65,DoS
7617,192.168.1.197,10.0.0.244,60354,22,SMTP,792,RST,0.4,Ransomware
7618,192.168.1.214,10.0.0.134,17226,8080,FTP,468,URG,5.97,Phishing
7619,192.168.1.58,10.0.0.135,20952,80,HTTP,721,PSH,4.57,No Attack
7620,192.168.1.49,10.0.0.37,12009,80,SSH,574,SYN,5.440976171,MITM
7621,192.168.1.151,10.0.0.53,40623,25,HTTPS,335,RST,6.45,Session Hijack
7622,192.168.1.217,10.0.0.18,17799,8080,HTTP,549,URG,1.9,XSS
7623,192.168.1.162,10.0.0.215,1992,443,HTTP,606,ACK,4.5,SQLi
7624,192.168.1.26,10.0.0.236,11406,21,SSH,480,RST,0.69,DoS
7625,192.168.1.47,10.0.0.38,6175,8080,HTTPS,354,URG,0.97,Ransomware
7626,192.168.1.5,10.0.0.187,27828,25,SSH,715,PSH,1.26,Phishing
7627,192.168.1.218,10.0.0.129,44610,25,SSH,601,SYN,0.19,No Attack
7628,192.168.1.20,10.0.0.196,33283,21,HTTPS,634,FIN,3.48,MITM
7629,192.168.1.134,10.0.0.243,61213,80,HTTP,507,URG,0.25,Session Hijack
7630,192.168.1.198,10.0.0.44,21772,80,HTTP,590,SYN,3.22,XSS
7631,192.168.1.59,10.0.0.47,20715,443,HTTPS,542,PSH,5.11,SQLi
7632,192.168.1.192,10.0.0.35,33044,25,HTTP,414,SYN,1.68,DoS
7633,192.168.1.242,10.0.0.215,44584,21,SMTP,532,URG,0.36,Ransomware
7634,192.168.1.146,10.0.0.219,28280,25,SSH,471,SYN,1.15,Phishing
7635,192.168.1.132,10.0.0.60,7149,22,SMTP,523,ACK,1.598248519,No Attack
7636,192.168.1.17,10.0.0.90,5394,25,SMTP,393,FIN,0.25,MITM
7637,192.168.1.249,10.0.0.52,5862,25,SMTP,573,PSH,2.82,Session Hijack
7638,192.168.1.14,10.0.0.252,49967,22,FTP,772,ACK,1,XSS
7639,192.168.1.206,10.0.0.8,58453,22,FTP,421,SYN,0,SQLi
7640,192.168.1.13,10.0.0.107,4158,21,SMTP,668,SYN,0.1,DoS
7641,192.168.1.135,10.0.0.208,46483,80,SSH,621,RST,4.414723733,Ransomware
7642,192.168.1.128,10.0.0.169,44223,443,SMTP,419,ACK,1.93,Phishing
7643,192.168.1.44,10.0.0.131,12580,22,SMTP,561,PSH,4.050431213,No Attack
7644,192.168.1.119,10.0.0.224,60413,80,FTP,587,PSH,0.64,MITM
7645,192.168.1.143,10.0.0.197,34846,21,SMTP,470,PSH,0.75,Session Hijack
7646,192.168.1.19,10.0.0.212,29001,8080,SSH,456,URG,3.33473264,XSS
7647,192.168.1.63,10.0.0.142,21137,25,SSH,642,URG,2.19,SQLi
7648,192.168.1.235,10.0.0.252,64618,21,SMTP,473,URG,0.05,DoS
7649,192.168.1.239,10.0.0.96,31590,21,SSH,527,PSH,5.683042222,Ransomware
7650,192.168.1.236,10.0.0.26,3693,22,SMTP,486,SYN,3.21,Phishing
7651,192.168.1.163,10.0.0.111,50451,443,FTP,613,URG,0.28,No Attack
7652,192.168.1.81,10.0.0.198,17105,22,SMTP,411,SYN,0.02,MITM
7653,192.168.1.163,10.0.0.123,13962,25,HTTP,449,ACK,2.93,Session Hijack
7654,192.168.1.147,10.0.0.186,6741,22,FTP,585,FIN,4.66,XSS
7655,192.168.1.148,10.0.0.228,13306,25,SSH,630,PSH,0.78,SQLi
7656,192.168.1.100,10.0.0.168,48683,22,SSH,433,SYN,0.77,DoS
7657,192.168.1.163,10.0.0.51,43089,8080,FTP,446,ACK,1.45,Ransomware
7658,192.168.1.160,10.0.0.123,15225,443,HTTP,653,PSH,2.25,Phishing
7659,192.168.1.122,10.0.0.5,17313,8080,FTP,464,FIN,2.09,No Attack
7660,192.168.1.176,10.0.0.77,25430,80,HTTPS,437,PSH,2.79,MITM
7661,192.168.1.44,10.0.0.160,58176,443,HTTP,801,URG,1.444690219,Session Hijack
7662,192.168.1.104,10.0.0.208,32310,22,FTP,638,RST,1.47,XSS
7663,192.168.1.152,10.0.0.1,13897,21,HTTPS,630,PSH,1.41,SQLi
7664,192.168.1.61,10.0.0.205,61300,80,SMTP,719,RST,5.99,DoS
7665,192.168.1.125,10.0.0.182,17536,21,HTTP,633,FIN,5.01,Ransomware
7666,192.168.1.145,10.0.0.11,29951,8080,SMTP,396,RST,2.78,Phishing
7667,192.168.1.71,10.0.0.181,24485,443,HTTPS,789,FIN,4.813403198,No Attack
7668,192.168.1.107,10.0.0.8,21734,80,SSH,500,ACK,2.74,MITM
7669,192.168.1.50,10.0.0.153,20976,8080,SSH,418,RST,2.55,Session Hijack
7670,192.168.1.65,10.0.0.168,14472,22,SSH,410,URG,2.309636329,XSS
7671,192.168.1.99,10.0.0.32,16222,21,SMTP,485,PSH,1.92,SQLi
7672,192.168.1.32,10.0.0.216,8646,22,HTTP,424,PSH,4.96,DoS
7673,192.168.1.164,10.0.0.28,41872,25,SMTP,820,ACK,2.77,Ransomware
7674,192.168.1.141,10.0.0.206,3426,80,SMTP,552,SYN,1.86,Phishing
7675,192.168.1.198,10.0.0.237,51823,21,SSH,613,URG,0.6,No Attack
7676,192.168.1.58,10.0.0.131,37348,443,SMTP,412,URG,2.27,MITM
7677,192.168.1.128,10.0.0.228,29491,443,HTTPS,640,FIN,3.172717469,Session Hijack
7678,192.168.1.142,10.0.0.128,35985,443,FTP,649,URG,0.13,XSS
7679,192.168.1.165,10.0.0.219,44031,8080,FTP,633,SYN,0.55,SQLi
7680,192.168.1.112,10.0.0.212,53280,443,FTP,486,SYN,0.99,DoS
7681,192.168.1.207,10.0.0.239,21763,21,SSH,477,ACK,11.41,Ransomware
7682,192.168.1.239,10.0.0.207,19542,8080,SSH,690,ACK,2.86,Phishing
7683,192.168.1.254,10.0.0.62,59210,25,FTP,613,RST,0.66,No Attack
7684,192.168.1.68,10.0.0.27,27571,443,HTTP,576,URG,2.87,MITM
7685,192.168.1.40,10.0.0.245,29960,443,FTP,434,RST,0.89,Session Hijack
7686,192.168.1.187,10.0.0.45,21311,8080,SMTP,439,RST,3.791171967,XSS
7687,192.168.1.208,10.0.0.105,53789,443,FTP,531,RST,2.89,SQLi
7688,192.168.1.220,10.0.0.92,42375,25,FTP,599,RST,2.7,DoS
7689,192.168.1.144,10.0.0.25,52455,8080,HTTP,362,PSH,0.3,Ransomware
7690,192.168.1.190,10.0.0.234,26500,8080,SSH,395,ACK,3.49,Phishing
7691,192.168.1.132,10.0.0.189,13899,80,SSH,465,FIN,5.13,No Attack
7692,192.168.1.173,10.0.0.44,11710,8080,SMTP,696,FIN,1.35706235,MITM
7693,192.168.1.90,10.0.0.238,18560,443,FTP,585,FIN,0.8,Session Hijack
7694,192.168.1.28,10.0.0.225,35086,8080,HTTPS,600,FIN,5.57,XSS
7695,192.168.1.96,10.0.0.174,49240,443,SMTP,427,FIN,9.003591697,SQLi
7696,192.168.1.237,10.0.0.142,26065,443,SSH,575,PSH,2.562413094,DoS
7697,192.168.1.194,10.0.0.136,32677,8080,HTTP,649,ACK,0.07,Ransomware
7698,192.168.1.31,10.0.0.176,22697,80,SSH,547,URG,5.4,Phishing
7699,192.168.1.3,10.0.0.142,11391,443,SSH,382,RST,1.580016183,No Attack
7700,192.168.1.246,10.0.0.193,20653,80,HTTP,460,RST,0.8,MITM
7701,192.168.1.136,10.0.0.80,56244,80,FTP,473,RST,0.548251231,Session Hijack
7702,192.168.1.24,10.0.0.82,47129,8080,FTP,584,ACK,3.320976489,XSS
7703,192.168.1.15,10.0.0.135,24124,22,SSH,601,ACK,1.307225657,SQLi
7704,192.168.1.171,10.0.0.207,7678,22,SMTP,575,URG,0.381744548,DoS
7705,192.168.1.159,10.0.0.88,26087,443,HTTPS,598,PSH,1.23,Ransomware
7706,192.168.1.201,10.0.0.177,20346,21,SMTP,571,PSH,0.15,Phishing
7707,192.168.1.231,10.0.0.127,20034,22,SMTP,446,URG,1.31,No Attack
7708,192.168.1.45,10.0.0.243,51125,8080,SSH,763,RST,0.62,MITM
7709,192.168.1.194,10.0.0.55,13717,8080,SSH,420,URG,0.62,Session Hijack
7710,192.168.1.8,10.0.0.141,10265,22,HTTPS,540,ACK,5.53,XSS
7711,192.168.1.71,10.0.0.201,30802,21,HTTPS,742,RST,3.156068308,SQLi
7712,192.168.1.248,10.0.0.184,37867,25,HTTPS,646,PSH,5.3,DoS
7713,192.168.1.108,10.0.0.56,13675,443,SSH,465,URG,1.71,Ransomware
7714,192.168.1.115,10.0.0.15,26990,25,SSH,368,RST,4.75,Phishing
7715,192.168.1.103,10.0.0.185,10299,25,SMTP,508,PSH,3.63,No Attack
7716,192.168.1.234,10.0.0.58,46630,80,SSH,599,SYN,12.28,MITM
7717,192.168.1.125,10.0.0.163,2682,80,FTP,429,FIN,1.4,Session Hijack
7718,192.168.1.57,10.0.0.88,29987,443,FTP,693,SYN,2.38,XSS
7719,192.168.1.208,10.0.0.97,7956,21,HTTPS,473,URG,0.35,SQLi
7720,192.168.1.227,10.0.0.144,15272,80,SSH,577,RST,6.648024065,DoS
7721,192.168.1.30,10.0.0.8,25461,22,FTP,548,RST,1.02,Ransomware
7722,192.168.1.202,10.0.0.221,40751,443,SMTP,310,ACK,4.97,Phishing
7723,192.168.1.230,10.0.0.215,19225,8080,HTTP,480,FIN,0.21,No Attack
7724,192.168.1.146,10.0.0.173,42174,25,SMTP,598,PSH,1.45,MITM
7725,192.168.1.114,10.0.0.223,50636,443,HTTP,481,RST,0,Session Hijack
7726,192.168.1.197,10.0.0.40,25379,8080,SMTP,611,PSH,2.711091841,XSS
7727,192.168.1.117,10.0.0.241,16023,8080,FTP,607,PSH,0.593325016,SQLi
7728,192.168.1.221,10.0.0.182,56191,80,SSH,691,PSH,1.19,DoS
7729,192.168.1.167,10.0.0.247,7400,8080,HTTP,538,SYN,2.244033602,Ransomware
7730,192.168.1.60,10.0.0.14,52697,21,SSH,372,PSH,4.87347667,Phishing
7731,192.168.1.98,10.0.0.187,4500,8080,SSH,413,ACK,0.7,No Attack
7732,192.168.1.171,10.0.0.245,52881,8080,FTP,682,SYN,1.67,MITM
7733,192.168.1.126,10.0.0.222,5390,25,HTTPS,731,SYN,0.14,Session Hijack
7734,192.168.1.173,10.0.0.53,49998,21,HTTPS,566,RST,4.9,XSS
7735,192.168.1.151,10.0.0.231,26757,443,HTTP,756,FIN,1.862268889,SQLi
7736,192.168.1.197,10.0.0.127,13482,21,FTP,387,FIN,0.58,DoS
7737,192.168.1.94,10.0.0.155,63902,21,SSH,741,URG,1.99026781,Ransomware
7738,192.168.1.134,10.0.0.175,33819,443,SMTP,581,RST,1.31,Phishing
7739,192.168.1.184,10.0.0.80,21639,25,SMTP,487,FIN,2.72,No Attack
7740,192.168.1.122,10.0.0.115,12188,8080,HTTP,585,PSH,7.97628886,MITM
7741,192.168.1.253,10.0.0.134,40340,21,HTTP,602,ACK,1.0339424,Session Hijack
7742,192.168.1.238,10.0.0.55,4048,21,HTTP,355,PSH,0.11,XSS
7743,192.168.1.108,10.0.0.225,30583,443,FTP,463,FIN,2.13,SQLi
7744,192.168.1.4,10.0.0.44,63992,22,SMTP,512,FIN,4.32,DoS
7745,192.168.1.93,10.0.0.18,2288,21,FTP,687,ACK,1.67,Ransomware
7746,192.168.1.151,10.0.0.16,10071,80,FTP,411,SYN,0.17,Phishing
7747,192.168.1.6,10.0.0.12,46009,8080,SSH,444,SYN,1.1,No Attack
7748,192.168.1.32,10.0.0.148,7611,8080,FTP,656,ACK,2.13,MITM
7749,192.168.1.106,10.0.0.45,7601,25,FTP,656,SYN,0.8,Session Hijack
7750,192.168.1.146,10.0.0.192,18659,21,SSH,520,FIN,3.73,XSS
7751,192.168.1.15,10.0.0.232,46588,443,HTTPS,485,SYN,0.51,SQLi
7752,192.168.1.168,10.0.0.187,4894,80,SSH,585,FIN,1.54420486,DoS
7753,192.168.1.122,10.0.0.93,35118,443,HTTP,588,RST,4.96,Ransomware
7754,192.168.1.96,10.0.0.222,56353,21,HTTPS,748,PSH,1.7,Phishing
7755,192.168.1.201,10.0.0.218,10241,80,SMTP,441,SYN,0.01,No Attack
7756,192.168.1.229,10.0.0.22,50537,25,FTP,452,RST,0.56,MITM
7757,192.168.1.202,10.0.0.97,18626,25,HTTPS,681,URG,2.8,Session Hijack
7758,192.168.1.212,10.0.0.250,1629,25,SMTP,516,SYN,1.8718501,XSS
7759,192.168.1.6,10.0.0.245,23367,22,SSH,558,RST,11.43700609,SQLi
7760,192.168.1.112,10.0.0.231,63795,443,SSH,692,ACK,4.56,DoS
7761,192.168.1.120,10.0.0.47,51846,21,HTTP,537,RST,0.51,Ransomware
7762,192.168.1.123,10.0.0.29,14027,80,HTTP,459,FIN,4.52,Phishing
7763,192.168.1.191,10.0.0.214,44281,8080,HTTPS,300,ACK,2.4,No Attack
7764,192.168.1.67,10.0.0.45,60562,8080,FTP,629,ACK,1.11,MITM
7765,192.168.1.106,10.0.0.77,33113,443,SSH,745,FIN,0.44,Session Hijack
7766,192.168.1.139,10.0.0.252,54619,21,HTTPS,528,SYN,0.45,XSS
7767,192.168.1.43,10.0.0.9,18685,22,HTTPS,425,ACK,1.8,SQLi
7768,192.168.1.145,10.0.0.24,17806,21,HTTPS,442,SYN,2.007825182,DoS
7769,192.168.1.96,10.0.0.15,31053,443,HTTP,911,PSH,1.81,Ransomware
7770,192.168.1.132,10.0.0.164,14511,21,SSH,535,RST,1.566930343,Phishing
7771,192.168.1.191,10.0.0.13,52348,8080,HTTP,414,RST,0.52,No Attack
7772,192.168.1.196,10.0.0.91,52986,8080,HTTP,442,FIN,3.62,MITM
7773,192.168.1.81,10.0.0.172,48525,80,HTTPS,478,FIN,5.05,Session Hijack
7774,192.168.1.41,10.0.0.101,40066,22,SMTP,376,URG,3.433954094,XSS
7775,192.168.1.211,10.0.0.71,23089,8080,SMTP,487,RST,0.35,SQLi
7776,192.168.1.133,10.0.0.200,11868,80,SMTP,450,PSH,0.19,DoS
7777,192.168.1.160,10.0.0.229,20347,22,HTTPS,519,FIN,1.55,Ransomware
7778,192.168.1.214,10.0.0.233,26421,8080,FTP,471,PSH,1.6,Phishing
7779,192.168.1.248,10.0.0.206,46981,22,SSH,429,URG,2.04,No Attack
7780,192.168.1.198,10.0.0.122,18352,21,HTTPS,466,FIN,4.73,MITM
7781,192.168.1.35,10.0.0.76,61846,80,HTTPS,584,ACK,1.918031837,Session Hijack
7782,192.168.1.22,10.0.0.164,44763,22,HTTP,704,URG,4.96,XSS
7783,192.168.1.193,10.0.0.116,39757,22,SMTP,478,SYN,1.300636813,SQLi
7784,192.168.1.212,10.0.0.61,46413,21,HTTPS,535,RST,2.47,DoS
7785,192.168.1.150,10.0.0.232,30739,8080,FTP,693,SYN,5.25,Ransomware
7786,192.168.1.112,10.0.0.209,40140,8080,SSH,389,URG,1.24,Phishing
7787,192.168.1.247,10.0.0.168,57946,443,FTP,568,RST,6.85,No Attack
7788,192.168.1.11,10.0.0.245,57275,443,HTTPS,624,URG,1.939599662,MITM
7789,192.168.1.205,10.0.0.221,62818,8080,HTTPS,614,FIN,5.73,Session Hijack
7790,192.168.1.251,10.0.0.126,18604,25,HTTP,348,SYN,2.76,XSS
7791,192.168.1.234,10.0.0.155,51388,25,FTP,582,URG,1.22,SQLi
7792,192.168.1.3,10.0.0.1,1847,22,HTTP,512,URG,0.07,DoS
7793,192.168.1.137,10.0.0.244,63489,8080,FTP,528,PSH,2.14,Ransomware
7794,192.168.1.60,10.0.0.162,27496,443,SMTP,581,URG,0.59,Phishing
7795,192.168.1.76,10.0.0.68,8108,22,SMTP,582,FIN,0.68,No Attack
7796,192.168.1.87,10.0.0.88,13479,80,FTP,606,URG,0.04,MITM
7797,192.168.1.14,10.0.0.21,11631,443,HTTP,501,ACK,1.63,Session Hijack
7798,192.168.1.225,10.0.0.161,17943,443,SMTP,630,SYN,0.68,XSS
7799,192.168.1.18,10.0.0.135,48028,443,HTTPS,481,SYN,8.08,SQLi
7800,192.168.1.113,10.0.0.193,20418,25,SSH,419,ACK,2.76,DoS
7801,192.168.1.251,10.0.0.233,50028,21,HTTP,642,RST,2.242042889,Ransomware
7802,192.168.1.233,10.0.0.3,11843,21,FTP,728,FIN,0.7,Phishing
7803,192.168.1.73,10.0.0.236,57713,25,SSH,544,ACK,2.51,No Attack
7804,192.168.1.23,10.0.0.51,12993,8080,SSH,635,URG,0.59,MITM
7805,192.168.1.202,10.0.0.79,64083,8080,HTTPS,547,PSH,1.19,Session Hijack
7806,192.168.1.83,10.0.0.95,18357,25,HTTP,616,FIN,0.35,XSS
7807,192.168.1.125,10.0.0.182,12724,25,SSH,457,ACK,0.59,SQLi
7808,192.168.1.175,10.0.0.208,62670,8080,HTTP,538,ACK,0.21,DoS
7809,192.168.1.69,10.0.0.202,32816,21,HTTPS,362,SYN,1.11,Ransomware
7810,192.168.1.47,10.0.0.246,34335,22,FTP,586,SYN,5.23,Phishing
7811,192.168.1.116,10.0.0.221,37692,25,SSH,337,SYN,0.462665384,No Attack
7812,192.168.1.215,10.0.0.123,12969,22,SSH,610,FIN,1.15,MITM
7813,192.168.1.30,10.0.0.187,38016,22,SSH,686,URG,0.71,Session Hijack
7814,192.168.1.25,10.0.0.6,47550,80,HTTP,695,RST,0.9,XSS
7815,192.168.1.156,10.0.0.157,48741,21,SSH,518,FIN,2.95,SQLi
7816,192.168.1.226,10.0.0.17,60450,22,HTTP,565,SYN,2.407801088,DoS
7817,192.168.1.237,10.0.0.117,36658,21,SMTP,569,SYN,2.1,Ransomware
7818,192.168.1.248,10.0.0.60,19654,21,SMTP,411,FIN,7.537604057,Phishing
7819,192.168.1.112,10.0.0.150,52012,80,HTTP,393,URG,3.037951169,No Attack
7820,192.168.1.239,10.0.0.152,42060,8080,SMTP,406,URG,0.82,MITM
7821,192.168.1.25,10.0.0.125,25968,21,HTTPS,496,ACK,1.01,Session Hijack
7822,192.168.1.74,10.0.0.81,24384,22,HTTPS,499,ACK,2.38,XSS
7823,192.168.1.206,10.0.0.85,13837,8080,SMTP,503,SYN,2.37,SQLi
7824,192.168.1.234,10.0.0.51,50524,8080,FTP,549,SYN,0.92,DoS
7825,192.168.1.249,10.0.0.178,5625,443,HTTP,425,RST,2.58,Ransomware
7826,192.168.1.238,10.0.0.139,13954,22,SMTP,583,URG,1.6,Phishing
7827,192.168.1.58,10.0.0.184,5357,22,HTTP,543,ACK,9.152862428,No Attack
7828,192.168.1.94,10.0.0.71,6423,21,SMTP,658,RST,4.77,MITM
7829,192.168.1.119,10.0.0.170,55872,22,HTTPS,543,SYN,3.47,Session Hijack
7830,192.168.1.127,10.0.0.39,18863,443,FTP,493,URG,0.07,XSS
7831,192.168.1.169,10.0.0.69,52361,21,HTTP,896,SYN,0.96,SQLi
7832,192.168.1.25,10.0.0.236,41228,25,FTP,491,RST,2.225644432,DoS
7833,192.168.1.78,10.0.0.48,21219,22,HTTPS,726,RST,1.47,Ransomware
7834,192.168.1.99,10.0.0.125,28872,22,SSH,543,SYN,2.88,Phishing
7835,192.168.1.116,10.0.0.57,24717,80,SSH,593,PSH,4.8,No Attack
7836,192.168.1.48,10.0.0.21,48739,25,HTTP,640,SYN,3.09,MITM
7837,192.168.1.226,10.0.0.82,47753,25,HTTPS,897,ACK,0.5,Session Hijack
7838,192.168.1.10,10.0.0.99,65191,443,HTTP,442,URG,1.33,XSS
7839,192.168.1.99,10.0.0.148,41878,25,HTTP,648,URG,1,SQLi
